date,location,new_confirmed,new_deceased,new_recovered,total_confirmed,total_deceased
2020-01-22,US_NY,0,0,0,0,0
2020-01-22,US_NY_NYC,0,0,0,0,0
2020-01-23,US_NY,0,0,0,0,0
2020-01-23,US_NY_NYC,0,0,0,0,0
2020-01-24,US_NY,0,0,0,0,0
2020-01-24,US_NY_NYC,0,0,0,0,0
2020-01-25,US_NY,0,0,0,0,0
2020-01-25,US_NY_NYC,0,0,0,0,0
2020-01-26,US_NY,0,0,0,0,0
2020-01-26,US_NY_NYC,0,0,0,0,0
2020-01-27,US_NY,0,0,0,0,0
2020-01-27,US_NY_NYC,0,0,0,0,0
2020-01-28,US_NY,0,0,0,0,0
2020-01-28,US_NY_NYC,0,0,0,0,0
2020-01-29,US_NY,0,0,0,0,0
2020-01-29,US_NY_NYC,0,0,0,0,0
2020-01-30,US_NY,0,0,0,0,0
2020-01-30,US_NY_NYC,0,0,0,0,0
2020-01-31,US_NY,0,0,0,0,0
2020-01-31,US_NY_NYC,0,0,0,0,0
2020-02-01,US_NY,0,0,0,0,0
2020-02-01,US_NY_NYC,0,0,0,0,0
2020-02-02,US_NY,0,0,0,0,0
2020-02-02,US_NY_NYC,0,0,0,0,0
2020-02-03,US_NY,0,0,0,0,0
2020-02-03,US_NY_NYC,0,0,0,0,0
2020-02-04,US_NY,0,0,0,0,0
2020-02-04,US_NY_NYC,0,0,0,0,0
2020-02-05,US_NY,0,0,0,0,0
2020-02-05,US_NY_NYC,0,0,0,0,0
2020-02-06,US_NY,0,0,0,0,0
2020-02-06,US_NY_NYC,0,0,0,0,0
2020-02-07,US_NY,0,0,0,0,0
2020-02-07,US_NY_NYC,0,0,0,0,0
2020-02-08,US_NY,0,0,0,0,0
2020-02-08,US_NY_NYC,0,0,0,0,0
2020-02-09,US_NY,0,0,0,0,0
2020-02-09,US_NY_NYC,0,0,0,0,0
2020-02-10,US_NY,0,0,0,0,0
2020-02-10,US_NY_NYC,0,0,0,0,0
2020-02-11,US_NY,0,0,0,0,0
2020-02-11,US_NY_NYC,0,0,0,0,0
2020-02-12,US_NY,0,0,0,0,0
2020-02-12,US_NY_NYC,0,0,0,0,0
2020-02-13,US_NY,0,0,0,0,0
2020-02-13,US_NY_NYC,0,0,0,0,0
2020-02-14,US_NY,0,0,0,0,0
2020-02-14,US_NY_NYC,0,0,0,0,0
2020-02-15,US_NY,0,0,0,0,0
2020-02-15,US_NY_NYC,0,0,0,0,0
2020-02-16,US_NY,0,0,0,0,0
2020-02-16,US_NY_NYC,0,0,0,0,0
2020-02-17,US_NY,0,0,0,0,0
2020-02-17,US_NY_NYC,0,0,0,0,0
2020-02-18,US_NY,0,0,0,0,0
2020-02-18,US_NY_NYC,0,0,0,0,0
2020-02-19,US_NY,0,0,0,0,0
2020-02-19,US_NY_NYC,0,0,0,0,0
2020-02-20,US_NY,0,0,0,0,0
2020-02-20,US_NY_NYC,0,0,0,0,0
2020-02-21,US_NY,0,0,0,0,0
2020-02-21,US_NY_NYC,0,0,0,0,0
2020-02-22,US_NY,0,0,0,0,0
2020-02-22,US_NY_NYC,0,0,0,0,0
2020-02-23,US_NY,0,0,0,0,0
2020-02-23,US_NY_NYC,0,0,0,0,0
2020-02-24,US_NY,0,0,0,0,0
2020-02-24,US_NY_NYC,0,0,0,0,0
2020-02-25,US_NY,0,0,0,0,0
2020-02-25,US_NY_NYC,0,0,0,0,0
2020-02-26,US_NY,0,0,0,0,0
2020-02-26,US_NY_NYC,0,0,0,0,0
2020-02-27,US_NY,0,0,0,0,0
2020-02-27,US_NY_NYC,0,0,0,0,0
2020-02-28,US_NY,0,0,0,0,0
2020-02-28,US_NY_NYC,0,0,0,0,0
2020-02-29,US_NY,0,0,0,0,0
2020-02-29,US_NY_NYC,1,0,0,1,0
2020-03-01,US_NY,0,0,0,1,0
2020-03-01,US_NY_NYC,0,0,0,1,0
2020-03-02,US_NY,0,0,0,0,0
2020-03-02,US_NY_NYC,0,0,0,1,0
2020-03-03,US_NY,1,0,0,1,0
2020-03-03,US_NY_NYC,1,0,0,2,0
2020-03-04,US_NY,0,0,0,1,0
2020-03-04,US_NY_NYC,5,0,0,7,0
2020-03-05,US_NY,2,0,0,3,0
2020-03-05,US_NY_NYC,3,0,0,10,0
2020-03-06,US_NY,22,0,0,25,0
2020-03-06,US_NY_NYC,8,0,0,18,0
2020-03-07,US_NY,11,0,0,36,0
2020-03-07,US_NY_NYC,7,0,0,25,0
2020-03-08,US_NY,24,0,0,60,0
2020-03-08,US_NY_NYC,21,0,0,46,0
2020-03-09,US_NY,28,0,0,88,0
2020-03-09,US_NY_NYC,57,0,0,103,0
2020-03-10,US_NY,63,0,0,151,0
2020-03-10,US_NY_NYC,69,0,0,172,0
2020-03-11,US_NY,44,0,0,195,0
2020-03-11,US_NY_NYC,155,1,0,327,1
2020-03-12,US_NY,56,0,0,251,0
2020-03-12,US_NY_NYC,355,0,0,682,1
2020-03-13,US_NY,102,0,0,353,0
2020-03-13,US_NY_NYC,619,0,0,1301,1
2020-03-14,US_NY,164,0,0,517,2
2020-03-14,US_NY_NYC,642,2,0,1943,3
2020-03-15,US_NY,131,3,0,648,3
2020-03-15,US_NY_NYC,1035,4,0,2978,7
2020-03-16,US_NY,294,4,0,942,7
2020-03-16,US_NY_NYC,2121,8,0,5099,15
2020-03-17,US_NY,432,0,0,1374,7
2020-03-17,US_NY_NYC,2452,8,0,7551,23
2020-03-18,US_NY,1009,5,0,2383,12
2020-03-18,US_NY_NYC,2970,20,0,10521,43
2020-03-19,US_NY,1769,0,0,4152,12
2020-03-19,US_NY_NYC,3705,24,0,14226,67
2020-03-20,US_NY,2950,23,0,7102,35
2020-03-20,US_NY_NYC,4006,47,0,18232,114
2020-03-21,US_NY,3254,9,0,10356,44
2020-03-21,US_NY_NYC,2639,44,0,20871,158
2020-03-22,US_NY,4812,70,0,15168,114
2020-03-22,US_NY_NYC,2580,49,0,23451,207
2020-03-23,US_NY,5707,0,0,20875,114
2020-03-23,US_NY_NYC,3570,82,0,27021,289
2020-03-24,US_NY,4790,96,0,25665,210
2020-03-24,US_NY_NYC,4498,95,0,31519,384
2020-03-25,US_NY,5145,75,0,30810,285
2020-03-25,US_NY_NYC,4875,124,0,36394,508
2020-03-26,US_NY,6448,100,0,37258,385
2020-03-26,US_NY_NYC,5044,186,0,41438,694
2020-03-27,US_NY,7379,134,0,44637,519
2020-03-27,US_NY_NYC,5119,218,0,46557,912
2020-03-28,US_NY,7681,209,0,52318,728
2020-03-28,US_NY_NYC,3479,273,0,50036,1185
2020-03-29,US_NY,7195,237,0,59513,965
2020-03-29,US_NY_NYC,3560,290,0,53596,1475
2020-03-30,US_NY,6984,253,0,66497,1218
2020-03-30,US_NY_NYC,6128,325,0,59724,1800
2020-03-31,US_NY,9298,332,0,75795,1550
2020-03-31,US_NY_NYC,5458,386,0,65182,2186
2020-04-01,US_NY,7917,391,0,83712,1941
2020-04-01,US_NY_NYC,5449,447,0,70631,2633
2020-04-02,US_NY,8669,432,0,92381,2373
2020-04-02,US_NY_NYC,5747,497,0,76378,3130
2020-04-03,US_NY,10482,562,0,102863,2935
2020-04-03,US_NY_NYC,5669,499,0,82047,3629
2020-04-04,US_NY,10841,630,0,113704,3565
2020-04-04,US_NY_NYC,3863,510,0,85910,4139
2020-04-05,US_NY,8327,594,0,122031,4159
2020-04-05,US_NY_NYC,3779,577,0,89689,4716
2020-04-06,US_NY,8658,599,0,130689,4758
2020-04-06,US_NY_NYC,6353,576,0,96042,5292
2020-04-07,US_NY,8174,731,0,138863,5489
2020-04-07,US_NY_NYC,6043,598,0,102085,5890
2020-04-08,US_NY,10453,779,0,149316,6268
2020-04-08,US_NY_NYC,5576,568,0,107661,6458
2020-04-09,US_NY,10621,799,0,159937,7067
2020-04-09,US_NY_NYC,5071,559,0,112732,7017
2020-04-10,US_NY,10575,777,0,170512,7844
2020-04-10,US_NY_NYC,4510,538,0,117242,7555
2020-04-11,US_NY,9946,783,0,180458,8627
2020-04-11,US_NY_NYC,3732,544,0,120974,8099
2020-04-12,US_NY,8236,758,0,188694,9385
2020-04-12,US_NY_NYC,2888,573,0,123862,8672
2020-04-13,US_NY,6337,671,0,195031,10056
2020-04-13,US_NY_NYC,3311,569,0,127173,9241
2020-04-14,US_NY,7177,778,0,202208,10834
2020-04-14,US_NY_NYC,4144,507,0,131317,9748
2020-04-15,US_NY,11571,752,0,213779,11586
2020-04-15,US_NY_NYC,3876,454,0,135193,10202
2020-04-16,US_NY,8505,606,0,222284,12192
2020-04-16,US_NY_NYC,3530,413,0,138723,10615
2020-04-17,US_NY,7358,630,0,229642,12822
2020-04-17,US_NY_NYC,3585,384,0,142308,10999
2020-04-18,US_NY,7090,540,0,236732,13362
2020-04-18,US_NY_NYC,2172,390,0,144480,11389
2020-04-19,US_NY,6054,507,0,242786,13869
2020-04-19,US_NY_NYC,2344,399,0,146824,11788
2020-04-20,US_NY,4726,478,0,247512,14347
2020-04-20,US_NY_NYC,3792,363,0,150616,12151
2020-04-21,US_NY,4178,481,0,251690,14828
2020-04-21,US_NY_NYC,3063,323,0,153679,12474
2020-04-22,US_NY,5526,474,0,257216,15302
2020-04-22,US_NY_NYC,3446,311,0,157125,12785
2020-04-23,US_NY,6244,438,0,263460,15740
2020-04-23,US_NY_NYC,2841,330,0,159966,13115
2020-04-24,US_NY,8130,422,0,271590,16162
2020-04-24,US_NY_NYC,2535,314,0,162501,13429
2020-04-25,US_NY,10553,437,0,282143,16599
2020-04-25,US_NY_NYC,1595,265,0,164096,13694
2020-04-26,US_NY,5902,367,0,288045,16966
2020-04-26,US_NY_NYC,1003,245,0,165099,13939
2020-04-27,US_NY,3951,337,0,291996,17303
2020-04-27,US_NY_NYC,2290,270,0,167389,14209
2020-04-28,US_NY,3110,335,0,295106,17638
2020-04-28,US_NY_NYC,2726,229,0,170115,14438
2020-04-29,US_NY,4585,377,0,299691,18015
2020-04-29,US_NY_NYC,2340,237,0,172455,14675
2020-04-30,US_NY,4681,306,0,304372,18321
2020-04-30,US_NY_NYC,2022,224,0,174477,14899
2020-05-01,US_NY,3942,289,0,308314,18610
2020-05-01,US_NY_NYC,1887,210,0,176364,15109
2020-05-02,US_NY,4663,299,0,312977,18909
2020-05-02,US_NY_NYC,1058,190,0,177422,15299
2020-05-03,US_NY,3438,280,0,316415,19189
2020-05-03,US_NY_NYC,787,177,0,178209,15476
2020-05-04,US_NY,2538,226,0,318953,19415
2020-05-04,US_NY_NYC,1549,158,0,179758,15634
2020-05-05,US_NY,2239,230,0,321192,19645
2020-05-05,US_NY_NYC,1512,151,0,181270,15785
2020-05-06,US_NY,2786,232,0,323978,19877
2020-05-06,US_NY_NYC,1398,151,0,182668,15936
2020-05-07,US_NY,3491,951,0,327469,20828
2020-05-07,US_NY_NYC,1239,142,0,183907,16078
2020-05-08,US_NY,2938,217,0,330407,21045
2020-05-08,US_NY_NYC,1080,131,0,184987,16209
2020-05-09,US_NY,2715,226,0,333122,21271
2020-05-09,US_NY_NYC,657,99,0,185644,16308
2020-05-10,US_NY,2273,207,0,335395,21478
2020-05-10,US_NY_NYC,457,103,0,186101,16411
2020-05-11,US_NY,1660,162,0,337055,21640
2020-05-11,US_NY_NYC,1232,104,0,187333,16515
2020-05-12,US_NY,1430,205,0,338485,21845
2020-05-12,US_NY_NYC,1285,90,0,188618,16605
2020-05-13,US_NY,2176,168,0,340661,22013
2020-05-13,US_NY_NYC,1333,83,0,189951,16688
2020-05-14,US_NY,2390,157,0,343051,22170
2020-05-14,US_NY_NYC,1110,70,0,191061,16758
2020-05-15,US_NY,2762,134,0,345813,22304
2020-05-15,US_NY_NYC,873,86,0,191934,16844
2020-05-16,US_NY,2419,174,0,348232,22478
2020-05-16,US_NY_NYC,485,84,0,192419,16928
2020-05-17,US_NY,1889,141,0,350121,22619
2020-05-17,US_NY_NYC,360,77,0,192779,17005
2020-05-18,US_NY,1250,110,0,351371,22729
2020-05-18,US_NY_NYC,895,59,0,193674,17064
2020-05-19,US_NY,1474,114,0,352845,22843
2020-05-19,US_NY_NYC,1003,55,0,194677,17119
2020-05-20,US_NY,1525,133,0,354370,22976
2020-05-20,US_NY_NYC,1077,79,0,195754,17198
2020-05-21,US_NY,2088,107,0,356458,23083
2020-05-21,US_NY_NYC,1069,45,0,196823,17243
2020-05-22,US_NY,1696,112,0,358154,23195
2020-05-22,US_NY_NYC,1036,66,0,197859,17309
2020-05-23,US_NY,1772,87,0,359926,23282
2020-05-23,US_NY_NYC,455,60,0,198314,17369
2020-05-24,US_NY,1589,109,0,361515,23391
2020-05-24,US_NY_NYC,467,48,0,198781,17417
2020-05-25,US_NY,1249,97,0,362764,23488
2020-05-25,US_NY_NYC,464,47,0,199245,17464
2020-05-26,US_NY,1072,76,0,363836,23564
2020-05-26,US_NY_NYC,1050,38,0,200295,17502
2020-05-27,US_NY,1129,79,0,364965,23643
2020-05-27,US_NY_NYC,741,48,0,201036,17550
2020-05-28,US_NY,1768,79,0,366733,23722
2020-05-28,US_NY_NYC,646,38,0,201682,17588
2020-05-29,US_NY,1551,58,0,368284,23780
2020-05-29,US_NY_NYC,639,43,0,202321,17631
2020-05-30,US_NY,1376,68,0,369660,23848
2020-05-30,US_NY_NYC,346,52,0,202667,17683
2020-05-31,US_NY,1110,57,0,370770,23905
2020-05-31,US_NY_NYC,230,39,0,202897,17722
2020-06-01,US_NY,941,54,0,371711,23959
2020-06-01,US_NY_NYC,686,35,0,203583,17757
2020-06-02,US_NY,1329,64,0,373040,24023
2020-06-02,US_NY_NYC,571,37,0,204154,17794
2020-06-03,US_NY,1045,56,0,374085,24079
2020-06-03,US_NY_NYC,515,43,0,204669,17837
2020-06-04,US_NY,1048,54,0,375133,24133
2020-06-04,US_NY_NYC,519,33,0,205188,17870
2020-06-05,US_NY,1075,42,0,376208,24175
2020-06-05,US_NY_NYC,402,28,0,205590,17898
2020-06-06,US_NY,1108,37,0,377316,24212
2020-06-06,US_NY_NYC,247,34,0,205837,17932
2020-06-07,US_NY,781,47,0,378097,24259
2020-06-07,US_NY_NYC,197,25,0,206034,17957
2020-06-08,US_NY,702,40,0,378799,24299
2020-06-08,US_NY_NYC,447,40,0,206481,17997
2020-06-09,US_NY,683,49,0,379482,24348
2020-06-09,US_NY_NYC,419,31,0,206900,18028
2020-06-10,US_NY,674,56,0,380156,24404
2020-06-10,US_NY_NYC,363,32,0,207263,18060
2020-06-11,US_NY,736,38,0,380892,24442
2020-06-11,US_NY_NYC,363,21,0,207626,18081
2020-06-12,US_NY,822,53,0,381714,24495
2020-06-12,US_NY_NYC,409,23,0,208035,18104
2020-06-13,US_NY,916,32,0,382630,24527
2020-06-13,US_NY_NYC,196,15,0,208231,18119
2020-06-14,US_NY,694,24,0,383324,24551
2020-06-14,US_NY_NYC,180,23,0,208411,18142
2020-06-15,US_NY,620,28,0,383944,24579
2020-06-15,US_NY_NYC,380,20,0,208791,18162
2020-06-16,US_NY,631,29,0,384575,24608
2020-06-16,US_NY_NYC,419,16,0,209210,18178
2020-06-17,US_NY,567,21,0,385142,24629
2020-06-17,US_NY_NYC,356,20,0,209566,18198
2020-06-18,US_NY,618,32,0,385760,24661
2020-06-18,US_NY_NYC,378,17,0,209944,18215
2020-06-19,US_NY,796,25,0,386556,24686
2020-06-19,US_NY_NYC,361,15,0,210305,18230
2020-06-20,US_NY,716,24,0,387272,24710
2020-06-20,US_NY_NYC,203,17,0,210508,18247
2020-06-21,US_NY,664,15,0,387936,24725
2020-06-21,US_NY_NYC,172,23,0,210680,18270
2020-06-22,US_NY,552,14,0,388488,24739
2020-06-22,US_NY_NYC,402,17,0,211082,18287
2020-06-23,US_NY,597,27,0,389085,24766
2020-06-23,US_NY_NYC,381,19,0,211463,18306
2020-06-24,US_NY,581,16,0,389666,24782
2020-06-24,US_NY_NYC,381,18,0,211844,18324
2020-06-25,US_NY,749,18,0,390415,24800
2020-06-25,US_NY_NYC,298,15,0,212142,18339
2020-06-26,US_NY,805,14,0,391220,24814
2020-06-26,US_NY_NYC,317,17,0,212459,18356
2020-06-27,US_NY,703,16,0,391923,24830
2020-06-27,US_NY_NYC,206,12,0,212665,18368
2020-06-28,US_NY,616,5,0,392539,24835
2020-06-28,US_NY_NYC,201,11,0,212866,18379
2020-06-29,US_NY,391,7,0,392930,24842
2020-06-29,US_NY_NYC,437,16,0,213303,18395
2020-06-30,US_NY,524,13,0,393454,24855
2020-06-30,US_NY_NYC,441,11,0,213744,18406
2020-07-01,US_NY,625,11,0,394079,24866
2020-07-01,US_NY_NYC,395,9,0,214139,18415
2020-07-02,US_NY,875,11,0,394954,24877
2020-07-02,US_NY_NYC,416,17,0,214555,18432
2020-07-03,US_NY,918,8,0,395872,24885
2020-07-03,US_NY_NYC,234,11,0,214789,18443
2020-07-04,US_NY,726,11,0,396598,24896
2020-07-04,US_NY_NYC,120,5,0,214909,18448
2020-07-05,US_NY,533,8,0,397131,24904
2020-07-05,US_NY_NYC,155,8,0,215064,18456
2020-07-06,US_NY,518,9,0,397649,24913
2020-07-06,US_NY_NYC,430,6,0,215494,18462
2020-07-07,US_NY,588,11,0,398237,24924
2020-07-07,US_NY_NYC,461,6,0,215955,18468
2020-07-08,US_NY,692,20,0,398929,24944
2020-07-08,US_NY_NYC,437,14,0,216392,18482
2020-07-09,US_NY,584,15,0,399513,24959
2020-07-09,US_NY_NYC,391,6,0,216783,18488
2020-07-10,US_NY,786,9,0,400299,24968
2020-07-10,US_NY_NYC,306,5,0,217089,18493
2020-07-11,US_NY,730,6,0,401029,24974
2020-07-11,US_NY_NYC,259,8,0,217348,18501
2020-07-12,US_NY,677,5,0,401706,24979
2020-07-12,US_NY_NYC,223,4,0,217571,18505
2020-07-13,US_NY,557,10,0,402263,24989
2020-07-13,US_NY_NYC,483,14,0,218054,18519
2020-07-14,US_NY,912,5,0,403175,24994
2020-07-14,US_NY_NYC,402,11,0,218456,18530
2020-07-15,US_NY,831,9,0,404006,25003
2020-07-15,US_NY_NYC,440,12,0,218896,18542
2020-07-16,US_NY,769,11,0,404775,25014
2020-07-16,US_NY_NYC,411,6,0,219307,18548
2020-07-17,US_NY,776,10,0,405551,25024
2020-07-17,US_NY_NYC,413,11,0,219720,18559
2020-07-18,US_NY,754,11,0,406305,25035
2020-07-18,US_NY_NYC,216,9,0,219936,18568
2020-07-19,US_NY,502,13,0,406807,25048
2020-07-19,US_NY_NYC,176,7,0,220112,18575
2020-07-20,US_NY,519,8,0,407326,25056
2020-07-20,US_NY_NYC,401,8,0,220513,18583
2020-07-21,US_NY,855,2,0,408181,25058
2020-07-21,US_NY_NYC,340,6,0,220853,18589
2020-07-22,US_NY,705,10,0,408886,25068
2020-07-22,US_NY_NYC,329,6,0,221182,18595
2020-07-23,US_NY,811,13,0,409697,25081
2020-07-23,US_NY_NYC,308,8,0,221490,18603
2020-07-24,US_NY,753,9,0,410450,25090
2020-07-24,US_NY_NYC,298,5,0,221788,18608
2020-07-25,US_NY,750,13,0,411200,25103
2020-07-25,US_NY_NYC,153,11,0,221941,18619
2020-07-26,US_NY,536,3,0,411736,25106
2020-07-26,US_NY_NYC,140,7,0,222081,18626
2020-07-27,US_NY,608,11,0,412344,25117
2020-07-27,US_NY_NYC,312,3,0,222393,18629
2020-07-28,US_NY,534,9,0,412878,25126
2020-07-28,US_NY_NYC,313,12,0,222706,18641
2020-07-29,US_NY,715,6,0,413593,25132
2020-07-29,US_NY_NYC,287,5,0,222993,18646
2020-07-30,US_NY,777,13,0,414370,25145
2020-07-30,US_NY_NYC,274,4,0,223267,18650
2020-07-31,US_NY,644,5,0,415014,25150
2020-07-31,US_NY_NYC,262,3,0,223529,18653
2020-08-01,US_NY,753,14,0,415767,25164
2020-08-01,US_NY_NYC,189,6,0,223718,18659
2020-08-02,US_NY,531,6,0,416298,25170
2020-08-02,US_NY_NYC,135,2,0,223853,18661
2020-08-03,US_NY,545,2,0,416843,25172
2020-08-03,US_NY_NYC,348,2,0,224201,18663
2020-08-04,US_NY,746,3,0,417589,25175
2020-08-04,US_NY_NYC,187,4,0,224388,18667
2020-08-05,US_NY,636,4,0,418225,25179
2020-08-05,US_NY_NYC,298,6,0,224686,18673
2020-08-06,US_NY,703,6,0,418928,25185
2020-08-06,US_NY_NYC,288,5,0,224974,18678
2020-08-07,US_NY,714,5,0,419642,25190
2020-08-07,US_NY_NYC,255,2,0,225229,18680
2020-08-08,US_NY,703,5,0,420345,25195
2020-08-08,US_NY_NYC,160,4,0,225389,18684
2020-08-09,US_NY,515,7,0,420860,25202
2020-08-09,US_NY_NYC,133,3,0,225522,18687
2020-08-10,US_NY,476,2,0,421336,25204
2020-08-10,US_NY_NYC,312,5,0,225834,18692
2020-08-11,US_NY,667,7,0,422003,25211
2020-08-11,US_NY_NYC,263,4,0,226097,18696
2020-08-12,US_NY,700,7,0,422703,25218
2020-08-12,US_NY_NYC,320,1,0,226417,18697
2020-08-13,US_NY,737,10,0,423440,25228
2020-08-13,US_NY_NYC,276,3,0,226693,18700
2020-08-14,US_NY,727,4,0,424167,25232
2020-08-14,US_NY_NYC,277,3,0,226970,18703
2020-08-15,US_NY,734,12,0,424901,25244
2020-08-15,US_NY_NYC,151,4,0,227121,18707
2020-08-16,US_NY,607,6,0,425508,25250
2020-08-16,US_NY_NYC,140,5,0,227261,18712
2020-08-17,US_NY,408,6,0,425916,25256
2020-08-17,US_NY_NYC,333,5,0,227594,18717
2020-08-18,US_NY,655,8,0,426571,25264
2020-08-18,US_NY_NYC,283,1,0,227877,18718
2020-08-19,US_NY,631,6,0,427202,25270
2020-08-19,US_NY_NYC,257,1,0,228134,18719
2020-08-20,US_NY,601,5,0,427803,25275
2020-08-20,US_NY_NYC,227,7,0,228361,18726
2020-08-21,US_NY,709,3,0,428512,25278
2020-08-21,US_NY_NYC,252,3,0,228613,18729
2020-08-22,US_NY,653,4,0,429165,25282
2020-08-22,US_NY_NYC,136,6,0,228749,18735
2020-08-23,US_NY,572,6,0,429737,25288
2020-08-23,US_NY_NYC,150,3,0,228899,18738
2020-08-24,US_NY,408,7,0,430145,25295
2020-08-24,US_NY_NYC,297,8,0,229196,18746
2020-08-25,US_NY,629,2,0,430774,25297
2020-08-25,US_NY_NYC,283,4,0,229479,18750
2020-08-26,US_NY,566,8,0,431340,25305
2020-08-26,US_NY_NYC,313,6,0,229792,18756
2020-08-27,US_NY,791,4,0,432131,25309
2020-08-27,US_NY_NYC,274,1,0,230066,18757
2020-08-28,US_NY,636,3,0,432767,25312
2020-08-28,US_NY_NYC,280,5,0,230346,18762
2020-08-29,US_NY,635,7,0,433402,25319
2020-08-29,US_NY_NYC,128,2,0,230474,18764
2020-08-30,US_NY,698,8,0,434100,25327
2020-08-30,US_NY_NYC,186,4,0,230660,18768
2020-08-31,US_NY,656,1,0,434756,25328
2020-08-31,US_NY_NYC,315,1,0,230975,18769
2020-09-01,US_NY,754,3,0,435510,25331
2020-09-01,US_NY_NYC,293,3,0,231268,18772
2020-09-02,US_NY,708,5,0,436218,25336
2020-09-02,US_NY_NYC,270,4,0,231538,18776
2020-09-03,US_NY,889,7,0,437107,25343
2020-09-03,US_NY_NYC,273,5,0,231811,18781
2020-09-04,US_NY,864,5,0,437971,25348
2020-09-04,US_NY_NYC,230,5,0,232041,18786
